userid,pagetype,member_tier,log_in_status,page_duration,start_time
4e,MyAccount,Elite,Y,30,11/2/2019 19:40
4e,Other,Elite,Y,160,11/2/2019 19:41
4e,Other,NULL,N,60,11/2/2019 19:41
a5,Homepage,NULL,N,60,11/2/2019 19:41
4e,Category,NULL,N,60,11/2/2019 19:42
4e,Product,NULL,N,30,11/2/2019 19:42
4e,Other,NULL,N,90,11/2/2019 19:42
4e,Other,NULL,N,60,11/2/2019 19:42
a5,Product,NULL,N,60,11/2/2019 19:42
d8,Other,NULL,N,60,11/2/2019 19:42
d8,Product,NULL,N,-20,11/2/2019 19:42
2e,SearchResult,NULL,N,15,11/2/2019 19:43
46,Category,NULL,N,60,11/2/2019 19:43
46,Product,NULL,N,60,11/2/2019 19:44
2d,Product,NULL,N,330,11/2/2019 19:45
46,Product,NULL,N,60,11/2/2019 19:45
46,Other,Base,Y,420,11/2/2019 19:45
78,Other,NULL,N,60,11/2/2019 19:45
d8,Other,NULL,N,20,11/2/2019 19:45
26,Product,NULL,N,30,11/2/2019 19:46
2d,Homepage,NULL,N,75,11/2/2019 19:46
2d,MyAccount,NULL,Y,20,11/2/2019 19:46
46,Product,Base,Y,60,11/2/2019 19:46
46,Product,NULL,N,60,11/2/2019 19:46
46,Product,Base,Y,276,11/2/2019 19:46
78,Product,NULL,N,540,11/2/2019 19:46
78,Product,NULL,N,60,11/2/2019 19:46
8a,Product,NULL,N,1620,11/2/2019 19:46
d8,Product,NULL,N,60,11/2/2019 19:46
2d,SearchResult,NULL,N,60,11/2/2019 19:47
26,Homepage,NULL,N,60,11/2/2019 19:48
26,Other,Base,Y,185,11/2/2019 19:48
27,Category,NULL,N,30,11/2/2019 19:49
27,Product,NULL,N,60,11/2/2019 19:49
78,Product,NULL,N,60,11/2/2019 19:50
78,Product,NULL,N,60,11/2/2019 19:51
72,Category,NULL,N,255,11/2/2019 19:54
9,Product,NULL,N,60,11/2/2019 19:57
2e,Other,NULL,N,240,11/2/2019 19:57
d1,Checkout,NULL,N,702,11/2/2019 19:59
3e,Homepage,NULL,N,80,11/2/2019 20:00
d1,Category,NULL,N,360,11/2/2019 20:00
1d,Product,NULL,N,90,11/2/2019 20:01
1d,MyAccount,Base,Y,20,11/2/2019 20:01
bf,Other,NULL,N,120,11/2/2019 20:01
c0,Product,Base,Y,90,11/2/2019 20:01
d1,Product,NULL,N,60,11/2/2019 20:01
d1,SearchResult,NULL,N,60,11/2/2019 20:01
d1,Homepage,NULL,N,12,11/2/2019 20:01
1d,Product,NULL,N,180,11/2/2019 20:02
1d,Checkout,Base,Y,555,11/2/2019 20:03
1d,Category,Base,Y,60,11/2/2019 20:03
95,Product,NULL,N,60,11/2/2019 20:03
37,Homepage,NULL,N,660,11/2/2019 20:04
c0,Checkout,Base,Y,20,11/2/2019 20:04
cc,Homepage,NULL,N,20,11/2/2019 20:04
37,Homepage,NULL,N,90,11/2/2019 20:05
c0,Homepage,NULL,N,60,11/2/2019 20:05
c1,Checkout,NULL,N,30,11/2/2019 20:05
c1,Homepage,NULL,N,210,11/2/2019 20:05
7a,Category,NULL,N,60,11/2/2019 20:07
a6,Homepage,NULL,N,30,11/2/2019 20:07
c0,Category,NULL,N,1740,11/2/2019 20:07
c1,Category,NULL,N,30,11/2/2019 20:07
1d,SearchResult,NULL,N,60,11/2/2019 20:08
27,Product,NULL,N,60,11/2/2019 20:08
7a,Product,NULL,N,60,11/2/2019 20:08
9e,Product,NULL,N,60,11/2/2019 20:08
a6,Product,NULL,N,80,11/2/2019 20:08
a6,Product,NULL,N,60,11/2/2019 20:08
c1,Other,NULL,N,240,11/2/2019 20:08
c1,Category,NULL,N,40,11/2/2019 20:08
d3,Product,NULL,N,80,11/2/2019 20:08
6,Category,NULL,N,80,11/2/2019 20:09
a6,Product,NULL,N,60,11/2/2019 20:09
a6,Category,Base,Y,60,11/2/2019 20:09
a6,Product,NULL,N,60,11/2/2019 20:09
c1,Other,NULL,N,60,11/2/2019 20:09
c1,Other,NULL,N,180,11/2/2019 20:09
c1,Other,NULL,N,60,11/2/2019 20:09
c1,BlogContent,NULL,N,15,11/2/2019 20:09
ef,Product,NULL,N,30,11/2/2019 20:09
c0,Other,Elite,Y,185,11/2/2019 20:10
c0,Product,NULL,N,300,11/2/2019 20:10
c1,Other,NULL,N,587,11/2/2019 20:10
78,Other,NULL,N,60,11/2/2019 20:11
78,Other,NULL,N,210,11/2/2019 20:11
c0,Other,NULL,N,60,11/2/2019 20:11
c2,Other,NULL,N,60,11/2/2019 20:11
c2,Product,NULL,N,60,11/2/2019 20:11
7,Homepage,Base,Y,100,11/2/2019 20:12
c0,Product,NULL,N,87,11/2/2019 20:12
3,Other,NULL,N,40,11/2/2019 20:13
3,Product,NULL,N,70,11/2/2019 20:13
7,Category,NULL,N,230,11/2/2019 20:13
7,MyAccount,NULL,N,60,11/2/2019 20:13
7,Product,NULL,N,12,11/2/2019 20:13
53,Product,NULL,N,30,11/2/2019 20:13
72,Product,NULL,N,120,11/2/2019 20:13
c0,Homepage,NULL,N,75,11/2/2019 20:13
3,Category,NULL,N,120,11/2/2019 20:14
8,Other,NULL,N,120,11/2/2019 20:14
49,Category,NULL,N,60,11/2/2019 20:14
49,Other,NULL,N,120,11/2/2019 20:14
49,Other,NULL,N,180,11/2/2019 20:14
49,Homepage,NULL,N,60,11/2/2019 20:14
53,Category,NULL,N,30,11/2/2019 20:14
78,Other,NULL,N,75,11/2/2019 20:14
c0,Product,NULL,N,60,11/2/2019 20:14
c0,Product,NULL,N,60,11/2/2019 20:14
8,SearchResult,NULL,N,60,11/2/2019 20:15
49,Other,NULL,N,30,11/2/2019 20:15
81,Other,NULL,N,60,11/2/2019 20:15
c0,Other,NULL,N,80,11/2/2019 20:15
3,Product,NULL,N,30,11/2/2019 20:16
3,Category,NULL,N,60,11/2/2019 20:16
9,Category,NULL,N,120,11/2/2019 20:16
81,Category,NULL,N,120,11/2/2019 20:16
81,Other,NULL,N,140,11/2/2019 20:16
81,Checkout,NULL,N,30,11/2/2019 20:16
c0,Homepage,NULL,N,40,11/2/2019 20:16
c2,Product,NULL,N,70,11/2/2019 20:16
d4,Register,NULL,N,80,11/2/2019 20:17
d4,Category,NULL,N,675,11/2/2019 20:17
c0,Product,NULL,N,120,11/2/2019 20:18
c0,Other,NULL,N,60,11/2/2019 20:18
3,Checkout,NULL,N,15,11/2/2019 20:20
8,Homepage,Base,Y,175,11/2/2019 20:20
8,Category,NULL,N,60,11/2/2019 20:21
8,Other,NULL,N,60,11/2/2019 20:21
8,Product,NULL,N,60,11/2/2019 20:21
8,Product,NULL,N,60,11/2/2019 20:21
78,Product,NULL,N,40,11/2/2019 20:21
4,Homepage,NULL,N,140,11/2/2019 20:22
4,Homepage,NULL,N,60,11/2/2019 20:22
4,Other,NULL,N,30,11/2/2019 20:22
8,Other,NULL,N,60,11/2/2019 20:22
8,Homepage,NULL,N,90,11/2/2019 20:22
c0,Homepage,NULL,N,82,11/2/2019 20:22
4,SearchResult,NULL,N,60,11/2/2019 20:23
4,Cart,Base,Y,210,11/2/2019 20:23
6,Homepage,NULL,N,12,11/2/2019 20:23
6,Product,NULL,N,60,11/2/2019 20:23
c1,Other,NULL,N,60,11/2/2019 20:23
c1,Other,NULL,N,60,11/2/2019 20:23
da,Product,NULL,N,120,11/2/2019 20:23
4,Other,NULL,N,60,11/2/2019 20:24
6,Category,NULL,N,60,11/2/2019 20:24
78,MyAccount,NULL,N,63,11/2/2019 20:24
78,Product,NULL,N,222,11/2/2019 20:24
78,Product,NULL,N,60,11/2/2019 20:24
78,Other,Elite,Y,15,11/2/2019 20:24
da,Other,NULL,N,240,11/2/2019 20:24
da,Category,NULL,N,60,11/2/2019 20:24
da,Other,NULL,N,60,11/2/2019 20:24
da,Category,NULL,N,60,11/2/2019 20:24
4,Product,NULL,N,60,11/2/2019 20:25
38,Category,NULL,N,145,11/2/2019 20:25
a5,Product,NULL,N,90,11/2/2019 20:25
c1,Category,NULL,N,60,11/2/2019 20:25
4,Other,NULL,N,90,11/2/2019 20:26
4,Other,NULL,N,60,11/2/2019 20:26
76,Other,NULL,N,1955,11/2/2019 20:26
78,Category,NULL,N,60,11/2/2019 20:26
78,Product,NULL,N,30,11/2/2019 20:26
81,Category,NULL,N,15,11/2/2019 20:26
a5,Category,NULL,N,20,11/2/2019 20:26
c1,Product,NULL,N,60,11/2/2019 20:26
4,Product,NULL,N,30,11/2/2019 20:27
4,Other,NULL,N,120,11/2/2019 20:27
4,Homepage,NULL,N,220,11/2/2019 20:27
1d,Other,NULL,N,180,11/2/2019 20:27
4a,Other,NULL,N,60,11/2/2019 20:27
76,Other,NULL,N,180,11/2/2019 20:27
76,Product,NULL,N,30,11/2/2019 20:27
76,Other,NULL,N,134,11/2/2019 20:27
78,Other,NULL,N,60,11/2/2019 20:27
78,Product,NULL,N,1347.571429,11/2/2019 20:27
4,Other,NULL,N,120,11/2/2019 20:28
4a,Other,NULL,N,60,11/2/2019 20:28
4a,Homepage,NULL,N,72,11/2/2019 20:28
4a,MyAccount,Base,Y,40,11/2/2019 20:28
78,SearchResult,NULL,N,60,11/2/2019 20:28
78,MyAccount,Elite,Y,20,11/2/2019 20:28
c1,Category,NULL,N,20,11/2/2019 20:28
ee,Category,NULL,N,30,11/2/2019 20:28
ee,Product,NULL,N,60,11/2/2019 20:28
4,Category,NULL,N,50,11/2/2019 20:29
4,Other,NULL,N,1360,11/2/2019 20:29
4,Product,NULL,N,204,11/2/2019 20:29
50,Product,NULL,N,60,11/2/2019 20:29
50,Other,NULL,N,60,11/2/2019 20:29
50,Category,Base,Y,42,11/2/2019 20:29
cd,Product,NULL,N,60,11/2/2019 20:29
4,Product,NULL,N,60,11/2/2019 20:30
c1,Other,NULL,N,20,11/2/2019 20:30
4,Other,NULL,N,180,11/2/2019 20:31
4,Homepage,NULL,N,60,11/2/2019 20:31
4,Other,NULL,N,60,11/2/2019 20:32
4,Product,NULL,N,1667,11/2/2019 20:32
4,Product,Base,Y,60,11/2/2019 20:32
4,Cart,Base,Y,69,11/2/2019 20:32
70,SearchResult,NULL,N,360,11/2/2019 20:32
a5,Other,NULL,N,60,11/2/2019 20:32
a5,Other,NULL,N,60,11/2/2019 20:32
a5,Other,NULL,N,490,11/2/2019 20:32
a5,Other,NULL,N,540,11/2/2019 20:32
a5,Product,NULL,N,60,11/2/2019 20:32
5,Product,NULL,N,60,11/2/2019 20:33
5,Other,NULL,N,105,11/2/2019 20:33
37,Other,NULL,N,120,11/2/2019 20:33
38,Product,NULL,N,60,11/2/2019 20:33
49,Product,NULL,N,30,11/2/2019 20:33
6f,Cart,Base,Y,83.57142857,11/2/2019 20:33
a5,Other,NULL,N,90,11/2/2019 20:33
a5,Other,NULL,N,60,11/2/2019 20:33
5,Product,NULL,N,27,11/2/2019 20:34
5,Other,NULL,N,50,11/2/2019 20:34
5,Category,NULL,N,40,11/2/2019 20:34
49,Category,NULL,N,180,11/2/2019 20:34
da,SearchResult,NULL,N,60,11/2/2019 20:34
5,Other,NULL,N,180,11/2/2019 20:35
c2,Homepage,NULL,N,60,11/2/2019 20:35
5,Homepage,NULL,N,30,11/2/2019 20:36
4a,SearchResult,NULL,N,20,11/2/2019 20:36
4a,Category,NULL,N,766,11/2/2019 20:36
4a,Other,NULL,N,50,11/2/2019 20:36
5,Category,NULL,N,150,11/2/2019 20:37
4a,MyAccount,Base,Y,1275,11/2/2019 20:37
4a,Checkout,Base,Y,360,11/2/2019 20:37
5,Category,NULL,N,60,11/2/2019 20:38
78,Category,NULL,N,60,11/2/2019 20:38
5,Category,NULL,N,60,11/2/2019 20:39
5,Product,NULL,N,449,11/2/2019 20:39
42,Product,NULL,N,60,11/2/2019 20:39
8,Homepage,NULL,N,30,11/2/2019 20:40
42,Cart,NULL,N,20,11/2/2019 20:40
42,Product,NULL,N,639,11/2/2019 20:40
8,Homepage,NULL,N,84,11/2/2019 20:41
8,Category,NULL,N,15,11/2/2019 20:41
8,Product,NULL,N,60,11/2/2019 20:41
4a,Other,NULL,N,60,11/2/2019 20:41
4a,Category,NULL,N,60,11/2/2019 20:41
2b,Other,NULL,N,20,11/2/2019 20:42
37,Product,NULL,N,30,11/2/2019 20:42
4a,Checkout,NULL,N,120,11/2/2019 20:42
9d,Product,NULL,N,60,11/2/2019 20:42
67,Other,NULL,N,120,11/2/2019 20:43
67,Product,NULL,N,60,11/2/2019 20:44
d8,Other,NULL,N,20,11/2/2019 20:44
1a,Homepage,NULL,N,120,11/2/2019 20:45
67,Other,NULL,N,60,11/2/2019 20:45
67,Category,NULL,N,20,11/2/2019 20:45
67,Register,NULL,N,15,11/2/2019 20:45
d8,Homepage,Base,Y,20,11/2/2019 20:45
67,Product,NULL,N,60,11/2/2019 20:46
67,SearchResult,NULL,N,60,11/2/2019 20:46
20,Other,NULL,N,240,11/2/2019 20:47
4a,Other,NULL,N,60,11/2/2019 20:47
67,Product,NULL,N,50,11/2/2019 20:47
67,Other,NULL,N,60,11/2/2019 20:47
5,Product,NULL,N,60,11/2/2019 20:48
46,Category,NULL,N,755,11/2/2019 20:48
d8,Product,NULL,N,60,11/2/2019 20:48
4a,Category,NULL,N,234,11/2/2019 20:49
4a,Category,NULL,N,30,11/2/2019 20:49
8a,Category,NULL,N,60,11/2/2019 20:49
9d,Product,NULL,N,60,11/2/2019 20:49
9d,Homepage,NULL,N,60,11/2/2019 20:49
d8,Category,NULL,N,60,11/2/2019 20:49
5,Product,NULL,N,20,11/2/2019 20:50
4a,Category,NULL,N,60,11/2/2019 20:50
4a,Homepage,NULL,N,60,11/2/2019 20:50
67,SearchResult,NULL,N,36,11/2/2019 20:50
8a,Other,NULL,N,60,11/2/2019 20:50
8a,Product,NULL,N,60,11/2/2019 20:50
8a,Product,NULL,N,60,11/2/2019 20:50
fb,Other,NULL,N,30,11/2/2019 20:50
fb,Category,NULL,N,30,11/2/2019 20:50
fb,SearchResult,NULL,N,60,11/2/2019 20:50
fb,Category,NULL,N,60,11/2/2019 20:50
5,Other,NULL,N,60,11/2/2019 20:51
5,Homepage,Elite,Y,260,11/2/2019 20:51
4a,Homepage,NULL,N,60,11/2/2019 20:51
4a,Category,NULL,N,120,11/2/2019 20:51
4a,Other,NULL,N,60,11/2/2019 20:51
4b,Other,NULL,N,3604,11/2/2019 20:51
67,Product,NULL,N,60,11/2/2019 20:51
8a,Product,NULL,N,60,11/2/2019 20:51
5,Homepage,NULL,N,90,11/2/2019 20:52
5,Category,NULL,N,240,11/2/2019 20:52
5,Other,NULL,N,60,11/2/2019 20:52
4b,Product,NULL,N,60,11/2/2019 20:52
4b,Other,NULL,N,60,11/2/2019 20:52
1b,Category,NULL,N,60,11/2/2019 20:53
1b,Other,NULL,N,60,11/2/2019 20:53
1b,Product,NULL,N,60,11/2/2019 20:53
1b,Other,Base,Y,20,11/2/2019 20:53
4b,Category,NULL,N,60,11/2/2019 20:53
4b,Homepage,NULL,N,50,11/2/2019 20:53
9e,SearchResult,NULL,N,60,11/2/2019 20:53
ba,Homepage,NULL,N,20,11/2/2019 20:53
1b,Homepage,Base,Y,80,11/2/2019 20:54
1b,Other,NULL,N,60,11/2/2019 20:54
4b,Other,NULL,N,120,11/2/2019 20:54
ba,Other,NULL,N,20,11/2/2019 20:54
ba,Category,NULL,N,60,11/2/2019 20:54
4b,Category,NULL,N,160,11/2/2019 20:55
67,Register,NULL,N,60,11/2/2019 20:55
67,Homepage,NULL,N,50,11/2/2019 20:55
67,Product,NULL,N,90,11/2/2019 20:55
ba,Homepage,NULL,N,260,11/2/2019 20:55
67,Product,NULL,N,240,11/2/2019 20:56
67,Homepage,NULL,N,80,11/2/2019 20:56
c5,Other,NULL,N,700,11/2/2019 20:56
67,Homepage,NULL,N,305,11/2/2019 20:57
4b,Cart,NULL,N,130,11/2/2019 20:58
4b,Product,NULL,N,90,11/2/2019 20:58
67,Product,NULL,N,120,11/2/2019 20:58
67,Checkout,Base,Y,558,11/2/2019 20:58
4b,Product,NULL,N,60,11/2/2019 20:59
67,Register,NULL,Y,60,11/2/2019 20:59
67,Category,NULL,N,60,11/2/2019 20:59
67,Other,NULL,N,60,11/2/2019 20:59
67,Category,NULL,N,48,11/2/2019 20:59
67,Product,NULL,N,30,11/2/2019 20:59
68,Product,NULL,N,60,11/2/2019 20:59
68,Product,NULL,N,60,11/2/2019 20:59
68,Product,NULL,N,20,11/2/2019 20:59
1a,Other,NULL,N,60,11/2/2019 21:00
1a,Category,NULL,N,540,11/2/2019 21:00
1a,Product,NULL,N,180,11/2/2019 21:00
4b,Homepage,NULL,N,120,11/2/2019 21:00
4b,Product,NULL,N,100,11/2/2019 21:00
68,SearchResult,NULL,N,100,11/2/2019 21:00
68,Product,NULL,N,60,11/2/2019 21:00
68,Homepage,Base,Y,90,11/2/2019 21:00
68,Product,NULL,N,60,11/2/2019 21:00
77,Other,NULL,N,60,11/2/2019 21:00
4b,Other,NULL,N,120,11/2/2019 21:01
4b,Product,NULL,N,60,11/2/2019 21:01
6c,Homepage,NULL,N,60,11/2/2019 21:04
6c,Category,NULL,N,60,11/2/2019 21:04
72,Other,NULL,N,90,11/2/2019 21:04
72,Other,NULL,N,60,11/2/2019 21:04
4b,Product,NULL,N,30,11/2/2019 21:05
6c,Product,NULL,N,60,11/2/2019 21:05
34,Checkout,NULL,N,50,11/2/2019 21:06
4b,Product,NULL,N,60,11/2/2019 21:06
4b,SearchResult,NULL,N,180,11/2/2019 21:06
68,Category,NULL,N,224,11/2/2019 21:06
68,Product,NULL,N,60,11/2/2019 21:06
68,SearchResult,NULL,N,60,11/2/2019 21:06
68,Product,NULL,N,120,11/2/2019 21:06
68,Other,NULL,N,60,11/2/2019 21:06
68,SearchResult,NULL,N,20,11/2/2019 21:06
4b,Other,NULL,N,120,11/2/2019 21:07
4b,SearchResult,NULL,N,60,11/2/2019 21:07
68,Homepage,NULL,N,60,11/2/2019 21:07
4b,Other,NULL,N,60,11/2/2019 21:08
4b,SearchResult,NULL,N,60,11/2/2019 21:08
68,Other,NULL,N,60,11/2/2019 21:08
24,Other,NULL,N,60,11/2/2019 21:09
4b,Homepage,NULL,N,60,11/2/2019 21:09
4b,Other,NULL,N,270,11/2/2019 21:09
4b,Product,NULL,N,60,11/2/2019 21:09
68,Product,NULL,N,180,11/2/2019 21:09
68,SearchResult,NULL,N,60,11/2/2019 21:09
68,Category,NULL,N,60,11/2/2019 21:09
68,Product,NULL,N,60,11/2/2019 21:09
24,Other,NULL,N,90,11/2/2019 21:10
24,SearchResult,NULL,N,60,11/2/2019 21:10
25,Product,Base,Y,300,11/2/2019 21:10
4b,Product,NULL,N,130,11/2/2019 21:10
4b,Other,NULL,N,60,11/2/2019 21:10
4c,Product,NULL,N,60,11/2/2019 21:10
ef,Product,NULL,N,30,11/2/2019 21:10
ef,Other,NULL,N,60,11/2/2019 21:10
25,Homepage,NULL,N,60,11/2/2019 21:11
25,Product,NULL,N,90,11/2/2019 21:11
4c,Product,NULL,N,60,11/2/2019 21:11
4c,Product,NULL,N,60,11/2/2019 21:11
4c,Homepage,NULL,N,780,11/2/2019 21:11
5,Homepage,Base,Y,20,11/2/2019 21:12
25,Register,NULL,N,240,11/2/2019 21:12
25,SearchResult,NULL,N,60,11/2/2019 21:12
4c,Checkout,NULL,N,210,11/2/2019 21:12
4c,Category,NULL,N,60,11/2/2019 21:12
25,Other,NULL,N,60,11/2/2019 21:13
25,Product,Base,Y,102,11/2/2019 21:13
25,Product,NULL,N,60,11/2/2019 21:13
4c,Category,NULL,N,90,11/2/2019 21:13
4c,Product,NULL,N,60,11/2/2019 21:13
4c,Other,NULL,N,60,11/2/2019 21:13
68,Other,NULL,N,100,11/2/2019 21:13
68,Other,NULL,N,200,11/2/2019 21:13
68,Product,NULL,N,60,11/2/2019 21:13
68,Product,NULL,N,180,11/2/2019 21:13
35,Other,NULL,N,30,11/2/2019 21:14
4c,SearchResult,NULL,N,60,11/2/2019 21:14
4c,Product,NULL,N,180,11/2/2019 21:14
69,Register,NULL,N,90,11/2/2019 21:14
69,Homepage,NULL,N,60,11/2/2019 21:14
69,Other,NULL,N,60,11/2/2019 21:14
76,Homepage,NULL,N,40,11/2/2019 21:14
4c,Product,NULL,N,60,11/2/2019 21:15
4c,Other,NULL,N,60,11/2/2019 21:15
4c,Other,NULL,N,60,11/2/2019 21:15
4c,Other,NULL,N,60,11/2/2019 21:15
4c,Other,NULL,N,130,11/2/2019 21:15
69,Homepage,NULL,N,60,11/2/2019 21:15
69,Product,NULL,N,60,11/2/2019 21:15
69,Other,NULL,N,30,11/2/2019 21:15
69,Product,NULL,N,60,11/2/2019 21:15
69,Category,Base,Y,786,11/2/2019 21:15
69,Checkout,NULL,Y,90,11/2/2019 21:15
4c,Other,NULL,N,60,11/2/2019 21:16
4c,Category,NULL,N,40,11/2/2019 21:16
4c,Category,NULL,N,30,11/2/2019 21:16
4c,SearchResult,NULL,N,60,11/2/2019 21:16
4c,Other,NULL,N,20,11/2/2019 21:16
69,Checkout,Base,Y,60,11/2/2019 21:16
69,Product,NULL,N,60,11/2/2019 21:16
69,Product,Base,Y,87,11/2/2019 21:16
69,Product,NULL,N,65,11/2/2019 21:16
71,Product,NULL,N,90,11/2/2019 21:16
71,Category,NULL,N,60,11/2/2019 21:16
72,Other,NULL,N,60,11/2/2019 21:16
4d,Product,NULL,N,110,11/2/2019 21:17
4d,Homepage,NULL,N,60,11/2/2019 21:17
69,Homepage,NULL,N,15,11/2/2019 21:17
71,Other,NULL,N,40,11/2/2019 21:17
71,Checkout,NULL,N,270,11/2/2019 21:17
cc,Loyalty,NULL,N,60,11/2/2019 21:17
cc,Other,NULL,N,60,11/2/2019 21:17
2,Product,NULL,N,120,11/2/2019 21:18
2,Other,NULL,N,60,11/2/2019 21:18
4d,Category,NULL,N,60,11/2/2019 21:18
8a,Other,NULL,N,40,11/2/2019 21:18
2,Product,NULL,N,60,11/2/2019 21:19
69,Homepage,NULL,N,60,11/2/2019 21:19
69,Other,NULL,N,1440,11/2/2019 21:19
87,Product,Base,Y,597.7142857,11/2/2019 21:19
2,Product,NULL,N,60,11/2/2019 21:20
4d,Category,NULL,N,30,11/2/2019 21:20
69,Product,NULL,N,60,11/2/2019 21:20
71,Product,NULL,N,60,11/2/2019 21:20
71,Other,NULL,N,60,11/2/2019 21:20
5,Other,NULL,N,90,11/2/2019 21:21
5,Category,NULL,N,60,11/2/2019 21:21
69,Other,NULL,N,60,11/2/2019 21:21
69,Product,NULL,N,50,11/2/2019 21:21
69,Product,NULL,N,60,11/2/2019 21:21
d8,Loyalty,NULL,N,12,11/2/2019 21:21
69,Category,NULL,N,150,11/2/2019 21:22
69,Category,NULL,N,90,11/2/2019 21:22
70,Checkout,NULL,N,200,11/2/2019 21:24
70,Register,NULL,N,150,11/2/2019 21:24
84,Other,NULL,N,30,11/2/2019 21:24
69,Other,NULL,N,215,11/2/2019 21:25
13,Category,NULL,N,20,11/2/2019 21:26
84,Other,NULL,N,120,11/2/2019 21:26
84,Product,NULL,N,60,11/2/2019 21:26
13,Product,NULL,N,80,11/2/2019 21:27
84,Category,NULL,N,180,11/2/2019 21:27
84,Product,NULL,N,30,11/2/2019 21:27
71,Category,NULL,N,60,11/2/2019 21:28
1d,Checkout,NULL,N,60,11/2/2019 21:29
1d,Other,NULL,N,120,11/2/2019 21:29
71,Category,NULL,N,60,11/2/2019 21:29
71,Other,NULL,N,60,11/2/2019 21:29
71,Other,NULL,N,150,11/2/2019 21:29
76,Register,NULL,N,120,11/2/2019 21:29
77,Homepage,NULL,Y,117,11/2/2019 21:29
84,Product,NULL,N,2100,11/2/2019 21:29
b1,Other,NULL,N,120,11/2/2019 21:29
69,Product,NULL,N,40,11/2/2019 21:30
69,Product,NULL,N,60,11/2/2019 21:30
69,Product,NULL,N,60,11/2/2019 21:30
71,Product,NULL,N,120,11/2/2019 21:30
71,Category,NULL,N,135,11/2/2019 21:30
77,Category,Base,Y,180,11/2/2019 21:30
77,Checkout,Base,Y,204,11/2/2019 21:30
77,Homepage,NULL,N,60,11/2/2019 21:30
69,Checkout,Base,Y,220,11/2/2019 21:31
88,Checkout,NULL,N,30,11/2/2019 21:31
88,SearchResult,NULL,N,60,11/2/2019 21:31
a9,Other,Base,Y,250,11/2/2019 21:31
ef,Product,Base,Y,355,11/2/2019 21:31
ef,Category,NULL,N,60,11/2/2019 21:31
ef,Product,NULL,N,426,11/2/2019 21:31
ef,Other,NULL,N,237.5,11/2/2019 21:31
1a,Product,NULL,N,60,11/2/2019 21:32
69,Product,NULL,N,60,11/2/2019 21:32
69,Homepage,NULL,N,110,11/2/2019 21:32
88,Category,NULL,N,672,11/2/2019 21:32
d6,Other,NULL,N,30,11/2/2019 21:32
69,Checkout,NULL,N,60,11/2/2019 21:33
69,Category,NULL,N,60,11/2/2019 21:33
88,Product,Base,Y,62,11/2/2019 21:33
89,Other,Base,Y,282,11/2/2019 21:33
89,Product,NULL,N,180,11/2/2019 21:33
89,Other,NULL,N,80,11/2/2019 21:33
89,MyAccount,Base,Y,30,11/2/2019 21:33
89,Other,Base,Y,120,11/2/2019 21:33
b4,Product,Base,Y,95,11/2/2019 21:33
d6,Other,NULL,N,120,11/2/2019 21:33
d6,Category,NULL,N,30,11/2/2019 21:33
d6,Other,NULL,N,40,11/2/2019 21:33
d6,Product,NULL,N,360,11/2/2019 21:33
ef,SearchResult,NULL,N,90,11/2/2019 21:33
ef,Other,Base,Y,20,11/2/2019 21:33
ef,Homepage,NULL,N,90,11/2/2019 21:33
ef,Other,NULL,N,90,11/2/2019 21:33
0d,Category,NULL,N,60,11/2/2019 21:34
4d,Cart,NULL,N,12,11/2/2019 21:34
6a,Other,NULL,N,100,11/2/2019 21:34
89,Other,NULL,N,60,11/2/2019 21:34
89,Loyalty,NULL,N,120,11/2/2019 21:34
89,SearchResult,NULL,N,212,11/2/2019 21:34
b5,Other,NULL,N,212,11/2/2019 21:34
b5,Other,NULL,N,60,11/2/2019 21:34
b5,Category,NULL,N,60,11/2/2019 21:34
d7,Other,NULL,N,1740,11/2/2019 21:34
d7,Product,NULL,N,60,11/2/2019 21:34
d7,Product,NULL,N,120,11/2/2019 21:34
ef,Homepage,NULL,N,160,11/2/2019 21:34
ef,Homepage,NULL,N,60,11/2/2019 21:34
6a,Homepage,Base,Y,40,11/2/2019 21:35
6a,Product,NULL,N,60,11/2/2019 21:35
84,Homepage,NULL,N,470,11/2/2019 21:35
84,SearchResult,NULL,N,60,11/2/2019 21:35
84,Product,NULL,N,120,11/2/2019 21:35
89,Homepage,NULL,N,60,11/2/2019 21:35
89,Register,NULL,N,60,11/2/2019 21:35
d7,Other,Base,Y,383.7142857,11/2/2019 21:35
d7,Category,NULL,N,60,11/2/2019 21:35
ef,Other,NULL,N,60,11/2/2019 21:35
ef,Category,NULL,N,180,11/2/2019 21:35
4d,Homepage,NULL,N,60,11/2/2019 21:36
89,Product,NULL,N,60,11/2/2019 21:36
aa,Checkout,NULL,N,90,11/2/2019 21:36
d7,Product,NULL,N,60,11/2/2019 21:36
ef,Homepage,NULL,N,60,11/2/2019 21:36
f0,Product,NULL,N,750,11/2/2019 21:36
6a,Other,NULL,N,150,11/2/2019 21:37
91,Product,NULL,N,60,11/2/2019 21:37
aa,Product,NULL,N,60,11/2/2019 21:37
f0,Category,NULL,N,60,11/2/2019 21:37
f0,Category,NULL,N,40,11/2/2019 21:37
0a,Other,NULL,N,1080,11/2/2019 21:38
4d,Product,NULL,N,60,11/2/2019 21:38
89,Product,NULL,N,60,11/2/2019 21:38
aa,Category,NULL,N,40,11/2/2019 21:38
d7,Other,NULL,N,60,11/2/2019 21:38
f0,Other,NULL,N,60,11/2/2019 21:38
