userid,pagetype,member_tier,log_in_status,page_duration,start_time
54,Other,Base,Y,854,11/1/2019 12:30
54,Product,NULL,N,60,11/1/2019 12:30
54,SearchResult,NULL,N,60,11/1/2019 12:31
2c,Category,NULL,N,140,11/1/2019 12:32
2c,Product,NULL,N,180,11/1/2019 12:32
5e,Checkout,NULL,N,255,11/1/2019 12:33
13,SearchResult,NULL,N,540,11/1/2019 12:34
32,Product,NULL,N,510,11/1/2019 12:46
32,Homepage,NULL,N,60,11/1/2019 12:46
8a,Product,NULL,N,60,11/1/2019 12:46
8a,SearchResult,NULL,N,210,11/1/2019 12:46
8a,Product,NULL,N,60,11/1/2019 12:46
a3,Other,NULL,N,270,11/1/2019 12:46
32,Other,NULL,N,-60,11/1/2019 12:47
85,SearchResult,NULL,N,60,11/1/2019 12:47
8a,Other,NULL,N,245,11/1/2019 12:47
b1,Checkout,Base,Y,247.5,11/1/2019 12:47
85,Other,NULL,N,30,11/1/2019 12:48
7,Other,NULL,N,120,11/1/2019 12:49
85,Other,NULL,N,90,11/1/2019 12:50
fa,Other,NULL,N,60,11/1/2019 12:50
7e,Other,NULL,N,60,11/1/2019 12:51
8b,Register,NULL,N,30,11/1/2019 12:51
8b,Other,NULL,N,60,11/1/2019 12:51
9b,Other,NULL,N,120,11/1/2019 12:51
7e,Product,NULL,N,60,11/1/2019 12:52
7e,Other,NULL,N,60,11/1/2019 12:52
7e,Register,NULL,N,180,11/1/2019 12:52
7e,Other,NULL,N,60,11/1/2019 12:52
7e,Product,NULL,N,90,11/1/2019 12:52
73,Other,NULL,N,60,11/1/2019 12:53
b1,Homepage,NULL,N,75,11/1/2019 12:53
73,Product,NULL,N,40,11/1/2019 12:54
73,Homepage,NULL,N,20,11/1/2019 12:54
47,Product,NULL,N,74,11/1/2019 12:56
48,Category,NULL,N,60,11/1/2019 12:57
48,Product,NULL,N,40,11/1/2019 12:58
a2,Category,NULL,N,120,11/1/2019 12:59
48,Other,NULL,N,60,11/1/2019 13:00
48,Product,NULL,N,150,11/1/2019 13:00
48,SearchResult,NULL,N,180,11/1/2019 13:00
6c,Category,NULL,N,42,11/1/2019 13:00
48,Product,NULL,N,60,11/1/2019 13:01
48,Other,NULL,N,90,11/1/2019 13:01
48,Homepage,NULL,N,60,11/1/2019 13:01
76,Product,NULL,N,60,11/1/2019 13:01
76,Product,NULL,N,60,11/1/2019 13:01
76,Other,NULL,N,30,11/1/2019 13:02
1a,Cart,NULL,N,197,11/1/2019 13:03
3c,Other,NULL,N,60,11/1/2019 13:03
a2,Other,NULL,N,150,11/1/2019 13:03
6f,Other,NULL,N,45,11/1/2019 13:04
a2,Register,NULL,N,40,11/1/2019 13:04
a2,Category,NULL,N,20,11/1/2019 13:04
59,MyAccount,NULL,Y,75,11/1/2019 13:05
59,Other,NULL,Y,255,11/1/2019 13:05
73,Product,NULL,N,60,11/1/2019 13:05
a2,Homepage,Base,Y,80,11/1/2019 13:05
a2,Other,NULL,N,120,11/1/2019 13:05
26,Other,NULL,N,60,11/1/2019 13:06
73,Category,NULL,N,25.71428571,11/1/2019 13:06
73,Other,NULL,N,60,11/1/2019 13:06
a2,Other,NULL,N,140,11/1/2019 13:06
a2,Product,NULL,N,50,11/1/2019 13:06
a2,Product,NULL,N,90,11/1/2019 13:06
3,Category,NULL,N,30,11/1/2019 13:07
a2,Product,NULL,N,60,11/1/2019 13:07
a2,Product,NULL,N,20,11/1/2019 13:07
a2,Category,NULL,N,114,11/1/2019 13:08
a2,Category,NULL,N,60,11/1/2019 13:08
a2,Homepage,NULL,N,120,11/1/2019 13:08
a2,SearchResult,NULL,N,120,11/1/2019 13:09
a2,Homepage,NULL,N,90,11/1/2019 13:09
a2,Category,NULL,N,20,11/1/2019 13:09
a2,Category,NULL,N,60,11/1/2019 13:10
40,Other,NULL,N,60,11/1/2019 13:13
d6,BlogContent,NULL,N,60,11/1/2019 13:13
a9,Category,NULL,N,30,11/1/2019 13:17
26,Homepage,NULL,N,60,11/1/2019 13:19
26,Category,NULL,N,40,11/1/2019 13:19
42,Other,NULL,N,60,11/1/2019 13:20
42,Other,NULL,N,240,11/1/2019 13:20
a9,Other,NULL,N,40,11/1/2019 13:22
1e,Other,NULL,N,420,11/1/2019 13:25
bd,Other,NULL,N,30,11/1/2019 13:25
8f,Product,NULL,N,150,11/1/2019 13:32
8f,Other,NULL,N,390,11/1/2019 13:32
bd,Category,NULL,N,60,11/1/2019 13:32
8f,Product,NULL,N,60,11/1/2019 13:33
2d,Product,NULL,N,60,11/1/2019 13:36
56,Product,NULL,N,60,11/1/2019 13:36
b5,Product,NULL,N,60,11/1/2019 13:39
b1,Homepage,Base,Y,120,11/1/2019 13:41
63,Product,NULL,N,60,11/1/2019 13:42
82,Product,NULL,N,30,11/1/2019 13:45
b6,Other,NULL,N,60,11/1/2019 13:49
0c,Product,NULL,N,1871.666667,11/1/2019 13:50
0c,Product,NULL,N,120,11/1/2019 13:50
0c,Other,NULL,N,60,11/1/2019 13:51
0c,Homepage,NULL,N,60,11/1/2019 13:52
0c,Other,NULL,Y,150,11/1/2019 13:52
1d,Category,NULL,N,60,11/1/2019 13:52
0c,Other,NULL,N,30,11/1/2019 13:53
0c,Other,NULL,N,60,11/1/2019 13:53
5e,Category,Base,Y,54,11/1/2019 13:53
0c,Other,NULL,N,60,11/1/2019 13:54
0d,Product,NULL,N,60,11/1/2019 13:54
0d,Homepage,NULL,N,630,11/1/2019 13:54
36,Other,NULL,N,120,11/1/2019 13:54
5e,Homepage,NULL,N,375,11/1/2019 13:54
5e,MyAccount,Base,Y,27,11/1/2019 13:54
5e,Other,NULL,N,30,11/1/2019 13:54
90,Category,NULL,N,600,11/1/2019 13:54
8e,Other,NULL,N,60,11/1/2019 13:56
ec,Category,NULL,N,160,11/1/2019 13:56
0d,Product,NULL,N,1020,11/1/2019 14:00
6c,Category,NULL,N,60,11/1/2019 14:01
8c,Product,NULL,N,60,11/1/2019 14:02
c2,Product,NULL,N,240,11/1/2019 14:02
56,Product,NULL,N,60,11/1/2019 14:03
56,Product,Base,Y,183,11/1/2019 14:03
56,Homepage,NULL,N,120,11/1/2019 14:03
56,Product,NULL,N,175,11/1/2019 14:04
56,Category,NULL,N,150,11/1/2019 14:04
57,Other,NULL,N,60,11/1/2019 14:04
30,Other,NULL,N,180,11/1/2019 14:05
57,Homepage,NULL,N,60,11/1/2019 14:05
57,Product,NULL,N,120,11/1/2019 14:05
57,Homepage,NULL,N,20,11/1/2019 14:05
57,SearchResult,NULL,N,150,11/1/2019 14:05
57,Other,NULL,N,200,11/1/2019 14:05
57,Homepage,NULL,N,60,11/1/2019 14:05
cc,Category,NULL,N,60,11/1/2019 14:05
57,Other,NULL,N,60,11/1/2019 14:06
c2,Category,NULL,N,60,11/1/2019 14:06
30,Other,NULL,N,90,11/1/2019 14:07
30,Other,NULL,N,240,11/1/2019 14:08
30,Other,NULL,N,90,11/1/2019 14:08
57,Checkout,Base,Y,940,11/1/2019 14:08
57,Other,Base,Y,120,11/1/2019 14:08
57,Category,NULL,N,60,11/1/2019 14:08
cc,Other,NULL,N,40,11/1/2019 14:08
30,Product,NULL,N,120,11/1/2019 14:12
a7,Other,NULL,N,120,11/1/2019 14:12
cd,Homepage,Base,Y,107.1428571,11/1/2019 14:12
d9,Register,NULL,N,80,11/1/2019 14:12
30,Product,NULL,N,60,11/1/2019 14:13
31,Product,NULL,N,60,11/1/2019 14:14
31,Category,NULL,N,35.45454545,11/1/2019 14:14
31,MyAccount,Base,Y,74,11/1/2019 14:14
31,Category,NULL,N,140,11/1/2019 14:15
31,Homepage,NULL,N,70,11/1/2019 14:15
31,Homepage,NULL,N,180,11/1/2019 14:15
31,Product,NULL,N,600,11/1/2019 14:15
31,Product,NULL,N,50,11/1/2019 14:15
31,Category,NULL,N,120,11/1/2019 14:16
31,Category,NULL,N,90,11/1/2019 14:16
0d,Category,NULL,N,60,11/1/2019 14:17
ec,Other,NULL,N,60,11/1/2019 14:17
31,Product,NULL,N,60,11/1/2019 14:19
31,Product,NULL,N,482.5,11/1/2019 14:19
bc,Other,NULL,N,50,11/1/2019 14:19
31,Homepage,NULL,N,120,11/1/2019 14:20
bc,Product,NULL,N,60,11/1/2019 14:20
bc,Homepage,NULL,N,225,11/1/2019 14:20
bc,Product,NULL,N,60,11/1/2019 14:20
bc,Other,NULL,N,60,11/1/2019 14:20
bc,Product,NULL,N,60,11/1/2019 14:20
31,Other,NULL,N,60,11/1/2019 14:21
bc,Product,NULL,N,20,11/1/2019 14:21
bc,Other,NULL,N,60,11/1/2019 14:21
31,Product,NULL,N,60,11/1/2019 14:22
31,Product,NULL,N,60,11/1/2019 14:22
31,Homepage,NULL,N,252,11/1/2019 14:22
bc,Product,Elite,Y,20,11/1/2019 14:22
e0,Other,NULL,N,384,11/1/2019 14:22
31,Product,NULL,N,320,11/1/2019 14:23
31,Product,NULL,N,60,11/1/2019 14:23
4d,Product,NULL,N,180,11/1/2019 14:23
27,Homepage,Base,Y,15,11/1/2019 14:24
43,Product,NULL,N,364.2857143,11/1/2019 14:24
bc,Product,NULL,N,60,11/1/2019 14:25
bc,Other,NULL,N,60,11/1/2019 14:25
bc,Other,NULL,N,40,11/1/2019 14:26
c3,Other,NULL,N,60,11/1/2019 14:27
c3,Homepage,NULL,N,60,11/1/2019 14:28
31,Category,NULL,N,240,11/1/2019 14:29
7e,Other,NULL,N,60,11/1/2019 14:29
b1,Product,NULL,N,60,11/1/2019 14:29
b1,Product,NULL,N,60,11/1/2019 14:29
bc,SearchResult,Base,Y,30,11/1/2019 14:29
bc,Other,Base,Y,99,11/1/2019 14:29
bc,Other,NULL,N,60,11/1/2019 14:29
c3,Category,Base,Y,96,11/1/2019 14:29
7e,Homepage,NULL,N,60,11/1/2019 14:30
bc,Homepage,NULL,N,220,11/1/2019 14:30
7e,Other,NULL,N,60,11/1/2019 14:31
7e,Other,NULL,N,75,11/1/2019 14:31
18,Other,NULL,N,60,11/1/2019 14:32
18,Homepage,Base,Y,30,11/1/2019 14:33
48,Register,NULL,N,120,11/1/2019 14:34
77,SearchResult,NULL,N,60,11/1/2019 14:34
d2,Other,NULL,N,300,11/1/2019 14:34
5b,Homepage,NULL,N,60,11/1/2019 14:35
ba,Other,NULL,N,60,11/1/2019 14:35
cd,Other,NULL,N,60,11/1/2019 14:35
d2,Product,NULL,N,90,11/1/2019 14:35
d2,Category,Base,Y,140,11/1/2019 14:35
d2,Other,NULL,N,360,11/1/2019 14:35
d2,Homepage,NULL,N,30,11/1/2019 14:35
df,Product,NULL,N,30,11/1/2019 14:35
fb,Product,NULL,N,60,11/1/2019 14:35
ba,Other,NULL,N,342,11/1/2019 14:36
cd,Category,NULL,N,60,11/1/2019 14:40
cd,Homepage,NULL,N,60,11/1/2019 14:40
ce,SearchResult,NULL,N,60,11/1/2019 14:41
44,Product,NULL,N,60,11/1/2019 14:42
ba,Homepage,NULL,N,150,11/1/2019 14:42
ba,Product,NULL,N,60,11/1/2019 14:42
35,Product,NULL,N,30,11/1/2019 14:43
ba,Other,NULL,N,60,11/1/2019 14:43
ba,Homepage,NULL,N,60,11/1/2019 14:43
ba,Homepage,NULL,N,30,11/1/2019 14:43
ba,Other,Base,Y,332,11/1/2019 14:43
44,Other,NULL,N,120,11/1/2019 14:44
35,Category,NULL,N,120,11/1/2019 14:45
44,Product,NULL,N,60,11/1/2019 14:45
44,Product,NULL,N,180,11/1/2019 14:45
35,Other,NULL,N,60,11/1/2019 14:46
6f,Category,NULL,N,30,11/1/2019 14:46
d4,Product,NULL,N,60,11/1/2019 14:46
44,Other,NULL,N,240,11/1/2019 14:47
9c,Category,NULL,N,60,11/1/2019 14:47
9c,Homepage,NULL,N,112,11/1/2019 14:47
9c,Category,NULL,N,60,11/1/2019 14:47
9c,Other,NULL,N,150,11/1/2019 14:47
9c,Product,NULL,N,240,11/1/2019 14:47
ca,Product,NULL,N,67.5,11/1/2019 14:47
20,Product,NULL,N,120,11/1/2019 14:48
6f,Category,NULL,N,60,11/1/2019 14:48
9c,Other,NULL,N,60,11/1/2019 14:48
9c,Homepage,NULL,N,60,11/1/2019 14:48
9c,Homepage,NULL,N,40,11/1/2019 14:48
9c,Product,NULL,N,60,11/1/2019 14:48
9c,Product,NULL,N,120,11/1/2019 14:48
9c,Other,NULL,N,30,11/1/2019 14:48
b1,Product,NULL,N,1600,11/1/2019 14:48
fb,SearchResult,NULL,N,60,11/1/2019 14:48
fb,Other,NULL,N,110,11/1/2019 14:48
fb,Register,NULL,N,160,11/1/2019 14:48
fb,Homepage,NULL,N,730,11/1/2019 14:48
35,Homepage,NULL,N,30,11/1/2019 14:49
35,Other,NULL,N,120,11/1/2019 14:49
38,Product,NULL,N,60,11/1/2019 14:49
5e,Product,NULL,N,60,11/1/2019 14:49
5e,Homepage,NULL,N,120,11/1/2019 14:49
5e,Category,NULL,N,100,11/1/2019 14:49
5e,SearchResult,NULL,N,120,11/1/2019 14:49
9c,Category,NULL,N,1062,11/1/2019 14:49
fb,Other,NULL,N,130,11/1/2019 14:49
fb,Product,NULL,N,60,11/1/2019 14:49
fb,Other,NULL,N,120,11/1/2019 14:49
5e,Other,NULL,N,160,11/1/2019 14:50
5e,Product,NULL,N,60,11/1/2019 14:50
5e,Other,Base,Y,72,11/1/2019 14:50
0,Homepage,NULL,N,3,11/1/2019 14:51
6,Other,NULL,N,736,11/1/2019 14:51
9c,Other,NULL,N,90,11/1/2019 14:51
9c,Checkout,Base,Y,357,11/1/2019 14:51
9c,Homepage,NULL,N,30,11/1/2019 14:51
9c,Homepage,Base,Y,20,11/1/2019 14:51
9c,Register,NULL,N,180,11/1/2019 14:51
9c,Homepage,NULL,N,60,11/1/2019 14:51
9c,Other,NULL,N,160,11/1/2019 14:51
87,Other,NULL,N,60,11/1/2019 14:52
9c,Product,NULL,N,180,11/1/2019 14:52
53,Other,NULL,N,60,11/1/2019 14:53
87,Category,Elite,Y,120,11/1/2019 14:53
9c,Homepage,Base,Y,152,11/1/2019 14:54
9c,Checkout,Base,Y,32,11/1/2019 14:54
9c,Product,NULL,N,60,11/1/2019 14:54
9c,Homepage,NULL,N,370,11/1/2019 14:55
9c,Other,NULL,N,576,11/1/2019 14:55
9c,Category,NULL,N,75,11/1/2019 14:55
9c,Product,NULL,N,180,11/1/2019 14:55
d4,Homepage,NULL,N,30,11/1/2019 14:55
ca,Register,NULL,N,20,11/1/2019 14:59
ca,Other,NULL,N,60,11/1/2019 15:00
5e,Product,NULL,N,60,11/1/2019 15:03
5f,Other,Base,Y,180,11/1/2019 15:03
5f,MyAccount,Base,Y,30,11/1/2019 15:03
5f,Other,NULL,N,60,11/1/2019 15:04
5f,Homepage,NULL,N,60,11/1/2019 15:04
5f,Homepage,NULL,N,20,11/1/2019 15:04
5f,Product,NULL,N,750,11/1/2019 15:04
5f,Cart,NULL,N,420,11/1/2019 15:04
5f,Product,NULL,N,120,11/1/2019 15:04
5f,Other,NULL,N,90,11/1/2019 15:05
5f,Product,NULL,N,120,11/1/2019 15:05
be,Product,NULL,N,60,11/1/2019 15:07
5f,Homepage,NULL,N,30,11/1/2019 15:09
5f,Category,NULL,N,30,11/1/2019 15:09
5f,Category,NULL,N,60,11/1/2019 15:11
5f,Category,NULL,N,60,11/1/2019 15:11
5f,Other,NULL,N,40,11/1/2019 15:11
5f,Product,NULL,N,30,11/1/2019 15:12
5f,Other,NULL,N,40,11/1/2019 15:12
c9,Product,NULL,N,159,11/1/2019 15:12
5f,Other,Base,Y,958.2142857,11/1/2019 15:13
5f,Product,NULL,N,30,11/1/2019 15:13
5f,Category,NULL,N,60,11/1/2019 15:13
c9,Other,NULL,N,90,11/1/2019 15:13
c9,Other,NULL,N,40,11/1/2019 15:14
c9,Product,NULL,N,60,11/1/2019 15:14
c9,Other,Base,Y,1095,11/1/2019 15:14
d3,Other,NULL,N,120,11/1/2019 15:14
d3,Other,NULL,N,140,11/1/2019 15:15
d3,Category,NULL,N,60,11/1/2019 15:15
36,Other,NULL,N,198,11/1/2019 15:16
3d,Category,NULL,N,120,11/1/2019 15:16
d4,Homepage,NULL,N,100,11/1/2019 15:16
d4,SearchResult,NULL,N,60,11/1/2019 15:16
43,Other,NULL,N,60,11/1/2019 15:17
2e,Other,NULL,N,120,11/1/2019 15:18
84,Other,NULL,N,110,11/1/2019 15:19
d4,Product,NULL,N,554,11/1/2019 15:19
84,Product,NULL,N,60,11/1/2019 15:20
84,Product,NULL,N,60,11/1/2019 15:20
84,Other,NULL,N,144,11/1/2019 15:20
c9,Product,NULL,N,60,11/1/2019 15:20
c9,Other,NULL,N,30,11/1/2019 15:20
c9,Product,NULL,N,60,11/1/2019 15:20
d4,Product,NULL,N,60,11/1/2019 15:20
d4,Other,NULL,N,60,11/1/2019 15:20
c9,Category,NULL,N,120,11/1/2019 15:21
54,Other,NULL,N,60,11/1/2019 15:23
54,Category,NULL,N,60,11/1/2019 15:23
54,Other,NULL,N,60,11/1/2019 15:24
54,Other,NULL,N,60,11/1/2019 15:24
7a,Homepage,NULL,N,74,11/1/2019 15:24
54,Product,NULL,N,60,11/1/2019 15:25
54,Other,NULL,N,60,11/1/2019 15:25
55,Other,NULL,N,240,11/1/2019 15:25
78,Other,NULL,N,280,11/1/2019 15:25
c9,Other,NULL,N,30,11/1/2019 15:25
55,Category,NULL,N,105,11/1/2019 15:26
55,Product,NULL,N,60,11/1/2019 15:26
78,Checkout,NULL,N,60,11/1/2019 15:26
78,Product,NULL,N,60,11/1/2019 15:26
c9,Homepage,NULL,N,390,11/1/2019 15:26
c9,Product,NULL,N,60,11/1/2019 15:26
50,Category,NULL,N,180,11/1/2019 15:27
50,Other,NULL,N,30,11/1/2019 15:27
55,Product,NULL,N,60,11/1/2019 15:27
78,Other,NULL,N,30,11/1/2019 15:27
c9,Product,NULL,N,90,11/1/2019 15:27
c9,Other,NULL,N,60,11/1/2019 15:27
c9,Homepage,NULL,N,120,11/1/2019 15:27
50,Product,NULL,N,30,11/1/2019 15:28
55,Product,NULL,N,60,11/1/2019 15:28
55,Category,NULL,N,60,11/1/2019 15:28
55,Product,NULL,N,30,11/1/2019 15:28
50,Category,NULL,N,60,11/1/2019 15:29
50,Product,NULL,N,60,11/1/2019 15:29
50,Other,NULL,N,60,11/1/2019 15:29
50,Checkout,NULL,N,60,11/1/2019 15:29
55,Other,NULL,N,60,11/1/2019 15:29
55,Category,NULL,N,60,11/1/2019 15:29
78,Homepage,NULL,N,180,11/1/2019 15:29
50,Other,NULL,N,60,11/1/2019 15:30
55,Product,NULL,N,120,11/1/2019 15:30
55,Homepage,NULL,N,20,11/1/2019 15:30
cd,Homepage,NULL,N,60,11/1/2019 15:30
3b,Homepage,NULL,N,280,11/1/2019 15:31
3b,Category,NULL,N,50,11/1/2019 15:31
79,Other,NULL,N,30,11/1/2019 15:31
49,Product,Base,Y,30,11/1/2019 15:32
61,Homepage,Base,Y,10,11/1/2019 15:32
61,Other,NULL,N,60,11/1/2019 15:32
c4,Homepage,NULL,N,80,11/1/2019 15:32
d9,SearchResult,NULL,N,60,11/1/2019 15:32
61,Product,NULL,N,60,11/1/2019 15:33
61,Other,NULL,N,40,11/1/2019 15:33
61,Homepage,NULL,N,30,11/1/2019 15:33
61,Product,NULL,N,60,11/1/2019 15:33
61,Other,NULL,N,30,11/1/2019 15:33
63,Product,NULL,N,60,11/1/2019 15:33
b7,Other,NULL,N,60,11/1/2019 15:33
b7,Homepage,NULL,N,108,11/1/2019 15:33
b7,Other,NULL,N,120,11/1/2019 15:33
d8,Homepage,NULL,N,30,11/1/2019 15:33
d9,Category,NULL,N,30,11/1/2019 15:33
9a,Other,NULL,N,120,11/1/2019 15:34
b7,Category,NULL,N,165,11/1/2019 15:34
a9,Homepage,Base,Y,80,11/1/2019 15:35
b7,Register,NULL,N,30,11/1/2019 15:35
d9,Product,NULL,N,100,11/1/2019 15:35
61,Category,NULL,N,20,11/1/2019 15:36
61,Category,NULL,N,24,11/1/2019 15:36
61,Product,NULL,N,2100,11/1/2019 15:36
61,Other,NULL,N,60,11/1/2019 15:36
61,Category,NULL,N,60,11/1/2019 15:36
b7,Product,NULL,N,60,11/1/2019 15:36
b7,Product,NULL,N,60,11/1/2019 15:36
d9,Homepage,NULL,N,110,11/1/2019 15:36
b7,Homepage,NULL,N,60,11/1/2019 15:37
b7,Homepage,NULL,N,10,11/1/2019 15:37
61,Register,NULL,N,40,11/1/2019 15:38
61,Product,NULL,N,60,11/1/2019 15:38
61,Checkout,Base,Y,30,11/1/2019 15:38
61,Category,NULL,N,67.5,11/1/2019 15:38
61,SearchResult,NULL,N,60,11/1/2019 15:38
2d,Homepage,NULL,N,15,11/1/2019 15:39
61,Category,NULL,N,60,11/1/2019 15:39
61,Other,NULL,N,80,11/1/2019 15:39
61,Category,NULL,N,480,11/1/2019 15:39
61,Homepage,NULL,N,60,11/1/2019 15:39
61,Other,NULL,N,120,11/1/2019 15:39
61,Product,NULL,N,60,11/1/2019 15:39
61,Category,NULL,N,60,11/1/2019 15:40
61,SearchResult,NULL,N,90,11/1/2019 15:40
ee,Other,NULL,N,60,11/1/2019 15:40
ee,Homepage,NULL,N,60,11/1/2019 15:40
61,Other,NULL,N,60,11/1/2019 15:41
61,Other,NULL,N,50,11/1/2019 15:41
61,SearchResult,NULL,N,60,11/1/2019 15:41
61,Product,NULL,N,153,11/1/2019 15:41
de,Other,NULL,N,60,11/1/2019 15:41
ee,Other,NULL,N,60,11/1/2019 15:41
ee,Category,NULL,N,120,11/1/2019 15:41
ee,Product,NULL,N,60,11/1/2019 15:41
3b,Category,NULL,N,60,11/1/2019 15:42
55,Product,NULL,N,60,11/1/2019 15:42
e0,Homepage,NULL,N,316,11/1/2019 15:42
62,Product,NULL,N,120,11/1/2019 15:43
62,Category,NULL,N,60,11/1/2019 15:43
62,Product,NULL,N,60,11/1/2019 15:43
63,Homepage,NULL,N,90,11/1/2019 15:43
62,Category,NULL,N,60,11/1/2019 15:44
8a,Product,NULL,N,60,11/1/2019 15:45
8f,Register,NULL,N,62,11/1/2019 15:45
a6,Other,NULL,N,330,11/1/2019 15:45
8a,Homepage,NULL,N,20,11/1/2019 15:46
1e,Other,NULL,N,60,11/1/2019 15:47
f9,Other,NULL,N,60,11/1/2019 15:47
f9,Other,NULL,N,60,11/1/2019 15:48
1e,Checkout,NULL,N,30,11/1/2019 15:49
55,Product,NULL,N,180,11/1/2019 15:49
55,Product,NULL,N,80,11/1/2019 15:50
55,Category,NULL,N,220,11/1/2019 15:50
62,SearchResult,NULL,N,60,11/1/2019 15:50
62,Register,NULL,N,120,11/1/2019 15:50
55,Checkout,NULL,N,80,11/1/2019 15:51
55,Homepage,Base,Y,135,11/1/2019 15:51
62,Checkout,NULL,N,1160,11/1/2019 15:51
62,Product,NULL,N,840,11/1/2019 15:51
62,Other,NULL,N,495,11/1/2019 15:51
62,Product,NULL,N,30,11/1/2019 15:52
62,BlogContent,NULL,N,60,11/1/2019 15:52
62,Other,NULL,N,180,11/1/2019 15:52
ae,Product,NULL,N,30,11/1/2019 15:54
29,Product,NULL,N,120,11/1/2019 15:55
8d,Homepage,Base,Y,20,11/1/2019 15:55
ae,Product,NULL,N,120,11/1/2019 15:55
8d,Homepage,NULL,N,110,11/1/2019 15:56
ae,Other,NULL,N,120,11/1/2019 15:56
ae,Category,NULL,N,210,11/1/2019 15:56
ae,Category,NULL,N,-240,11/1/2019 15:56
ae,Product,NULL,N,60,11/1/2019 15:56
eb,Other,NULL,N,60,11/1/2019 15:56
ae,Other,NULL,N,60,11/1/2019 15:57
ae,Other,NULL,N,120,11/1/2019 15:57
ae,Product,NULL,N,30,11/1/2019 15:57
ae,Product,NULL,N,626.6666667,11/1/2019 15:57
ae,Other,NULL,N,60,11/1/2019 15:57
ae,Homepage,NULL,N,47,11/1/2019 15:57
35,SearchResult,NULL,N,60,11/1/2019 15:59
35,Product,NULL,N,60,11/1/2019 15:59
35,Register,NULL,N,30,11/1/2019 15:59
35,Category,NULL,N,90,11/1/2019 15:59
35,Product,NULL,N,60,11/1/2019 15:59
35,Category,NULL,N,60,11/1/2019 15:59
38,Homepage,NULL,N,150,11/1/2019 15:59
7b,Category,Base,Y,60,11/1/2019 15:59
22,Other,NULL,N,40,11/1/2019 16:02
7b,Product,NULL,N,60,11/1/2019 16:06
7b,Other,NULL,N,30,11/1/2019 16:06
7b,Product,NULL,N,60,11/1/2019 16:06
22,Other,NULL,N,285,11/1/2019 16:07
22,Product,NULL,N,60,11/1/2019 16:07
22,Product,NULL,N,60,11/1/2019 16:07
7b,Homepage,NULL,N,72,11/1/2019 16:07
22,SearchResult,NULL,N,60,11/1/2019 16:08
22,Checkout,Base,Y,42,11/1/2019 16:09
22,Loyalty,Base,Y,30,11/1/2019 16:09
22,Category,NULL,N,1410,11/1/2019 16:10
22,Homepage,Base,Y,1235,11/1/2019 16:10
23,Other,NULL,N,30,11/1/2019 16:10
23,Product,NULL,N,60,11/1/2019 16:10
4d,Homepage,NULL,N,96,11/1/2019 16:10
23,Homepage,Base,Y,20,11/1/2019 16:11
4d,Product,NULL,N,75,11/1/2019 16:11
1,Product,NULL,N,120,11/1/2019 16:12
1,Product,NULL,N,60,11/1/2019 16:12
23,Homepage,NULL,N,60,11/1/2019 16:12
23,Product,NULL,N,90,11/1/2019 16:12
23,Category,NULL,N,240,11/1/2019 16:12
ff,Other,NULL,N,60,11/1/2019 16:12
1,Category,NULL,N,30,11/1/2019 16:13
1,Other,NULL,N,60,11/1/2019 16:13
23,MyAccount,Base,Y,108,11/1/2019 16:13
23,Other,Base,Y,510,11/1/2019 16:13
23,Other,Elite,Y,480,11/1/2019 16:17
35,Other,NULL,N,30,11/1/2019 16:17
23,SearchResult,NULL,N,100,11/1/2019 16:18
23,Other,NULL,N,190,11/1/2019 16:19
36,Category,NULL,N,130,11/1/2019 16:20
13,Checkout,Base,Y,3525,11/1/2019 16:21
83,Category,NULL,N,60,11/1/2019 16:21
f6,Register,NULL,N,40,11/1/2019 16:21
f6,Category,Base,Y,60,11/1/2019 16:21
f6,Other,NULL,N,60,11/1/2019 16:21
f7,Other,NULL,N,601.3113553,11/1/2019 16:21
1,Other,NULL,N,120,11/1/2019 16:22
13,Other,NULL,N,80,11/1/2019 16:22
32,Other,NULL,N,60,11/1/2019 16:24
36,Product,NULL,N,60,11/1/2019 16:24
36,Product,NULL,N,120,11/1/2019 16:24
32,Homepage,NULL,N,50,11/1/2019 16:25
32,Homepage,NULL,N,44,11/1/2019 16:25
3b,Product,NULL,N,30,11/1/2019 16:25
0b,Other,NULL,N,120,11/1/2019 16:27
52,Other,NULL,N,30,11/1/2019 16:28
ab,Homepage,Base,Y,20,11/1/2019 16:29
42,Homepage,NULL,N,60,11/1/2019 16:31
d9,Homepage,NULL,N,90,11/1/2019 16:31
43,Category,NULL,N,120,11/1/2019 16:32
a8,Other,NULL,N,60,11/1/2019 16:33
a8,Other,NULL,N,60,11/1/2019 16:33
39,SearchResult,NULL,N,90,11/1/2019 16:34
39,Other,NULL,N,60,11/1/2019 16:34
1e,Product,NULL,N,60,11/1/2019 16:37
46,Other,NULL,N,50,11/1/2019 16:37
79,Homepage,NULL,N,30,11/1/2019 16:38
7a,Product,NULL,N,180,11/1/2019 16:39
1,Product,NULL,N,60,11/1/2019 16:40
f7,Other,NULL,N,1260,11/1/2019 16:40
f7,Category,NULL,N,60,11/1/2019 16:40
f7,Other,NULL,N,60,11/1/2019 16:40
f7,Category,NULL,N,60,11/1/2019 16:40
f7,Product,NULL,N,60,11/1/2019 16:40
f7,Other,NULL,N,700.6666667,11/1/2019 16:40
f7,Product,NULL,N,60,11/1/2019 16:40
d2,Product,NULL,N,30,11/1/2019 16:41
